country_code,year,BANK,ATM,DEP,LOAN
BGD,2022,9.282841483082452,13.19738258349303,39.52305966981328,35.74670266451628
BGD,2023,9.235783487509996,14.22286234555198,39.13708729966233,35.88579821488074
BGD,2024,9.13956167484712,15.86521653248214,37.88746198880506,34.23329702794419
BGR,2010,91.8539068221095,90.51023681246475,53.04349522542444,68.71898777259503
BGR,2011,59.91968119204919,93.7031779145622,55.40372374360004,65.65440491590915
BGR,2012,61.18492589640904,92.8541421988982,59.35905291140327,66.46432767281391
BGR,2013,61.47637786358586,94.81922385749388,65.02460693945831,66.85800784242134
BGR,2014,61.47193801109414,92.09309816763437,65.2305503628335,60.15257365122141
BGR,2015,61.73389763082863,93.39912960526227,68.07531146163129,55.5635032821754
BGR,2016,49.9895313856818,97.02659297976916,68.00564395559789,52.59600950562488
BGR,2017,52.88273407845243,98.24748879795388,68.07360757310413,50.37544347545002
BGR,2018,55.0853152947473,97.44258425245071,68.082413843027,50.61319261959744
BGR,2019,60.81439745995297,99.10363638321508,68.52506539491787,49.69706018162203
BGR,2020,63.52897856249318,96.337119976822,74.6074688417958,51.43101512115779
BGR,2021,65.03342150013181,94.34248766943686,70.42450963763648,48.15261699108163
BGR,2022,79.54575482677124,90.07945887891708,66.64527085237623,44.70182065122308
BGR,2023,92.38794150409385,93.07767466267056,66.66594505105894,45.1535220559696
BGR,2024,93.83880735448044,92.29659957699964,66.96884954714493,47.3115938653726
BHR,2010,17.78879183433114,7.360879379723231,89.93854474366671,56.32038941607036
BHR,2011,18.28674242702907,8.61789010928956,83.67395819745269,57.29421823387414
BHR,2012,18.16851087375053,8.568104559780078,82.77621716747774,56.9859832544591
BHR,2013,18.99425896036763,25.15993464383776,83.92427339776152,56.38228284470602
BHR,2014,18.61921789736514,26.16238822501564,85.21478417483921,54.42943152369771
BHR,2015,18.63606068562343,25.79671454512405,92.9718868964442,64.1577198688012
BHR,2016,18.28211411554999,29.26896154076032,90.1165690194268,63.28323036856971
BHR,2017,17.10673606797519,28.1513763448718,85.6661552387097,62.18560497118572
BHR,2018,17.18087561046058,29.21578847769142,81.25041858915709,63.9882559519555
BHR,2019,17.03902273612965,32.22231032277982,86.35293379285626,64.02160279015143
BHR,2020,16.78940741023391,32.22209502974184,100.5822449413875,77.2825645294914
